bus_id,route_id,timestamp,hour_of_day,day_of_week,minute_of_day,is_morning_rush,is_evening_rush,is_rush_hour,is_weekend,distance_to_next_stop_km,current_speed_kmh,speed_ratio,stop_sequence,scheduled_travel_time_min,bearing,route_id_encoded,delay_next_stop_minutes
BUS-017,ROUTE-SOUTH,2026-08-21T22:45:13Z,16.0,4.0,1005.0,0.0,0.0,0.0,0.0,2.23,34.8,1.392,9.0,4.9,33.5,2.0,2
BUS-014,ROUTE-NORTH,2026-08-14T22:07:05Z,16.0,4.0,967.0,0.0,0.0,0.0,0.0,2.6,21.0,0.84,9.0,6.9,298.5,1.0,5
BUS-017,ROUTE-SOUTH,2026-08-22T14:12:10Z,8.0,5.0,492.0,1.0,0.0,1.0,1.0,1.92,31.0,1.24,4.0,5.2,15.0,2.0,0
BUS-007,ROUTE-SOUTH,2026-08-07T22:16:22Z,16.0,4.0,976.0,0.0,0.0,0.0,0.0,2.93,27.7,1.108,6.0,6.5,124.9,2.0,4
BUS-005,CAMPUS-EXPRESS,2026-08-12T21:15:23Z,15.0,2.0,915.0,0.0,0.0,0.0,0.0,4.29,17.2,0.688,9.0,12.7,207.7,5.0,7
BUS-006,ROUTE-SOUTH,2026-08-06T21:24:25Z,15.0,3.0,924.0,0.0,0.0,0.0,0.0,3.0,20.1,0.804,5.0,6.8,325.0,2.0,6
BUS-018,ROUTE-3,2026-08-03T13:43:21Z,7.0,0.0,463.0,1.0,0.0,1.0,0.0,2.47,11.2,0.448,1.0,6.0,152.7,3.0,13
BUS-001,ROUTE-2,2026-08-01T13:09:50Z,7.0,5.0,429.0,1.0,0.0,1.0,1.0,2.37,39.9,1.596,4.0,5.5,323.4,2.0,-1
BUS-014,ROUTE-NORTH,2026-08-18T14:51:41Z,8.0,1.0,531.0,1.0,0.0,1.0,0.0,1.08,8.4,0.336,10.0,2.6,229.0,1.0,14
BUS-011,ROUTE-2,2026-08-29T03:33:23Z,21.0,5.0,1293.0,0.0,0.0,0.0,1.0,4.25,33.7,1.348,3.0,10.9,347.6,2.0,-5
BUS-001,ROUTE-2,2026-08-31T00:36:59Z,18.0,0.0,1116.0,0.0,1.0,1.0,0.0,2.18,14.3,0.572,9.0,7.1,302.4,2.0,10
BUS-018,ROUTE-2,2026-08-31T22:30:50Z,16.0,0.0,990.0,0.0,0.0,0.0,0.0,2.19,19.7,0.788,3.0,5.8,268.1,2.0,4
BUS-017,ROUTE-1,2026-08-05T14:20:08Z,8.0,2.0,500.0,1.0,0.0,1.0,0.0,3.15,17.4,0.696,5.0,8.3,180.9,1.0,7
BUS-002,ROUTE-SOUTH,2026-08-15T18:58:05Z,12.0,5.0,778.0,0.0,0.0,0.0,1.0,0.74,32.8,1.312,1.0,2.0,50.8,2.0,0
BUS-010,ROUTE-3,2026-08-07T17:56:43Z,11.0,4.0,716.0,0.0,0.0,0.0,0.0,4.34,14.7,0.588,8.0,10.9,236.5,3.0,13
BUS-015,CAMPUS-EXPRESS,2026-08-04T17:48:39Z,11.0,1.0,708.0,0.0,0.0,0.0,0.0,3.77,26.2,1.048,8.0,10.8,324.3,5.0,3
BUS-019,CAMPUS-EXPRESS,2026-08-21T19:30:06Z,13.0,4.0,810.0,0.0,0.0,0.0,0.0,1.76,22.6,0.904,10.0,5.5,156.0,5.0,4
BUS-015,ROUTE-NORTH,2026-08-10T14:02:38Z,8.0,0.0,482.0,1.0,0.0,1.0,0.0,2.78,10.4,0.416,7.0,8.0,188.1,1.0,13
BUS-001,ROUTE-3,2026-08-20T15:45:23Z,9.0,3.0,585.0,1.0,0.0,1.0,0.0,0.77,10.6,0.424,1.0,3.7,301.4,3.0,7
BUS-012,ROUTE-NORTH,2026-08-25T15:29:39Z,9.0,1.0,569.0,1.0,0.0,1.0,0.0,0.98,22.8,0.912,4.0,3.5,45.7,1.0,3
BUS-008,ROUTE-3,2026-08-24T00:00:29Z,18.0,0.0,1080.0,0.0,1.0,1.0,0.0,0.19,7.8,0.312,10.0,2.0,171.7,3.0,7
BUS-011,ROUTE-1,2026-08-27T00:40:37Z,18.0,3.0,1120.0,0.0,1.0,1.0,0.0,0.6,9.5,0.38,8.0,3.2,118.0,1.0,8
BUS-013,ROUTE-1,2026-08-14T14:00:01Z,8.0,4.0,480.0,1.0,0.0,1.0,0.0,2.32,14.6,0.584,3.0,5.2,125.2,1.0,12
BUS-015,ROUTE-3,2026-08-20T22:29:55Z,16.0,3.0,989.0,0.0,0.0,0.0,0.0,2.55,28.4,1.136,6.0,7.9,79.2,3.0,1
BUS-007,ROUTE-SOUTH,2026-08-17T02:57:05Z,20.0,0.0,1257.0,0.0,1.0,1.0,0.0,2.74,8.0,0.32,6.0,6.2,204.8,2.0,20
BUS-013,ROUTE-3,2026-08-29T22:45:32Z,16.0,5.0,1005.0,0.0,0.0,0.0,1.0,4.17,36.1,1.444,4.0,12.4,139.1,3.0,-5
BUS-001,ROUTE-2,2026-08-04T00:31:44Z,18.0,1.0,1111.0,0.0,1.0,1.0,0.0,0.71,15.2,0.608,4.0,2.7,152.0,2.0,6
BUS-013,ROUTE-3,2026-08-11T18:16:54Z,12.0,1.0,736.0,0.0,0.0,0.0,0.0,4.01,15.6,0.624,9.0,11.7,354.9,3.0,6
BUS-010,ROUTE-2,2026-08-02T21:51:02Z,15.0,6.0,951.0,0.0,0.0,0.0,1.0,3.13,36.0,1.44,1.0,9.0,236.2,2.0,-4
BUS-003,ROUTE-1,2026-08-22T14:47:24Z,8.0,5.0,527.0,1.0,0.0,1.0,1.0,3.58,39.3,1.572,5.0,8.9,211.5,1.0,-2
BUS-005,ROUTE-2,2026-08-29T18:07:25Z,12.0,5.0,727.0,0.0,0.0,0.0,1.0,4.3,39.7,1.588,8.0,10.4,20.5,2.0,0
BUS-011,ROUTE-2,2026-08-28T21:41:58Z,15.0,4.0,941.0,0.0,0.0,0.0,0.0,1.06,29.3,1.172,7.0,3.4,273.8,2.0,2
BUS-003,ROUTE-1,2026-08-02T14:46:02Z,8.0,6.0,526.0,1.0,0.0,1.0,1.0,2.69,36.1,1.444,1.0,7.3,213.7,1.0,-5
BUS-004,ROUTE-SOUTH,2026-08-26T22:19:54Z,16.0,2.0,979.0,0.0,0.0,0.0,0.0,3.73,30.2,1.208,1.0,11.2,62.3,2.0,-5
BUS-011,ROUTE-2,2026-08-03T14:21:34Z,8.0,0.0,501.0,1.0,0.0,1.0,0.0,3.98,16.4,0.656,5.0,10.8,64.5,2.0,10
BUS-002,ROUTE-2,2026-08-23T16:14:40Z,10.0,6.0,614.0,1.0,0.0,1.0,1.0,2.05,32.5,1.3,5.0,5.4,87.0,2.0,2
BUS-001,CAMPUS-EXPRESS,2026-08-26T21:51:05Z,15.0,2.0,951.0,0.0,0.0,0.0,0.0,0.72,30.4,1.216,9.0,2.0,228.0,5.0,3
BUS-019,ROUTE-3,2026-08-25T18:29:57Z,12.0,1.0,749.0,0.0,0.0,0.0,0.0,3.17,24.7,0.988,5.0,7.7,164.4,3.0,0
BUS-008,ROUTE-3,2026-08-27T16:55:05Z,10.0,3.0,655.0,1.0,0.0,1.0,0.0,0.26,12.8,0.512,2.0,2.0,196.9,3.0,3
BUS-001,ROUTE-2,2026-08-14T19:31:59Z,13.0,4.0,811.0,0.0,0.0,0.0,0.0,0.99,16.0,0.64,10.0,2.8,180.9,2.0,6
BUS-018,ROUTE-1,2026-08-04T23:47:19Z,17.0,1.0,1067.0,0.0,1.0,1.0,0.0,0.72,9.8,0.392,10.0,2.1,83.6,1.0,12
BUS-001,ROUTE-3,2026-08-13T19:51:31Z,13.0,3.0,831.0,0.0,0.0,0.0,0.0,1.98,19.0,0.76,2.0,6.0,35.3,3.0,0
BUS-005,ROUTE-NORTH,2026-08-18T20:51:13Z,14.0,1.0,891.0,0.0,0.0,0.0,0.0,1.9,32.5,1.3,9.0,4.5,195.6,1.0,3
BUS-012,CAMPUS-EXPRESS,2026-08-03T20:46:41Z,14.0,0.0,886.0,0.0,0.0,0.0,0.0,1.84,33.8,1.352,1.0,5.9,229.7,5.0,-5
BUS-006,ROUTE-NORTH,2026-08-06T16:11:27Z,10.0,3.0,611.0,1.0,0.0,1.0,0.0,2.0,14.9,0.596,10.0,5.3,298.3,1.0,11
BUS-007,CAMPUS-EXPRESS,2026-08-21T22:25:05Z,16.0,4.0,985.0,0.0,0.0,0.0,0.0,4.28,20.5,0.82,8.0,12.7,116.6,5.0,1
BUS-020,CAMPUS-EXPRESS,2026-08-31T21:38:00Z,15.0,0.0,938.0,0.0,0.0,0.0,0.0,2.14,29.9,1.196,9.0,6.1,86.8,5.0,2
BUS-004,ROUTE-SOUTH,2026-08-11T13:21:39Z,7.0,1.0,441.0,1.0,0.0,1.0,0.0,2.2,15.9,0.636,3.0,5.9,155.7,2.0,11
BUS-010,ROUTE-NORTH,2026-08-18T22:53:12Z,16.0,1.0,1013.0,0.0,0.0,0.0,0.0,4.11,17.9,0.716,1.0,10.4,266.4,1.0,3
BUS-003,ROUTE-1,2026-08-04T20:49:28Z,14.0,1.0,889.0,0.0,0.0,0.0,0.0,0.58,22.8,0.912,5.0,3.3,139.1,1.0,1
BUS-007,ROUTE-SOUTH,2026-08-03T23:52:08Z,17.0,0.0,1072.0,0.0,1.0,1.0,0.0,2.7,8.0,0.32,10.0,8.6,126.5,2.0,23
BUS-018,ROUTE-SOUTH,2026-08-04T00:41:07Z,18.0,1.0,1121.0,0.0,1.0,1.0,0.0,3.8,10.9,0.436,8.0,9.4,153.8,2.0,17
BUS-001,ROUTE-1,2026-08-06T12:16:17Z,6.0,3.0,376.0,0.0,0.0,0.0,0.0,2.72,13.9,0.556,10.0,7.7,187.7,1.0,7
BUS-012,ROUTE-NORTH,2026-08-02T23:40:14Z,17.0,6.0,1060.0,0.0,1.0,1.0,1.0,2.93,40.0,1.6,8.0,8.6,211.7,1.0,-2
BUS-011,ROUTE-2,2026-08-03T19:41:32Z,13.0,0.0,821.0,0.0,0.0,0.0,0.0,1.82,23.3,0.932,1.0,5.4,177.1,2.0,-1
BUS-013,ROUTE-1,2026-08-13T04:09:11Z,22.0,3.0,1329.0,0.0,0.0,0.0,0.0,0.81,20.1,0.804,10.0,3.6,146.5,1.0,1
BUS-018,ROUTE-1,2026-08-13T18:10:56Z,12.0,3.0,730.0,0.0,0.0,0.0,0.0,0.28,28.7,1.148,1.0,2.0,179.0,1.0,-1
BUS-009,ROUTE-2,2026-08-29T22:24:41Z,16.0,5.0,984.0,0.0,0.0,0.0,1.0,3.23,27.0,1.08,3.0,7.5,251.9,2.0,-1
BUS-010,ROUTE-NORTH,2026-08-23T16:51:20Z,10.0,6.0,651.0,1.0,0.0,1.0,1.0,2.28,32.4,1.296,1.0,7.0,33.0,1.0,-5
BUS-020,ROUTE-NORTH,2026-08-29T18:26:43Z,12.0,5.0,746.0,0.0,0.0,0.0,1.0,3.52,42.3,1.692,6.0,9.3,17.8,1.0,-2
BUS-012,ROUTE-2,2026-08-09T16:23:14Z,10.0,6.0,623.0,1.0,0.0,1.0,1.0,1.22,28.6,1.144,5.0,4.2,100.8,2.0,0
BUS-014,ROUTE-SOUTH,2026-08-30T16:55:32Z,10.0,6.0,655.0,1.0,0.0,1.0,1.0,0.97,36.3,1.452,6.0,3.7,96.1,2.0,0
BUS-008,CAMPUS-EXPRESS,2026-08-21T21:35:27Z,15.0,4.0,935.0,0.0,0.0,0.0,0.0,2.87,26.9,1.076,6.0,8.7,298.7,5.0,-2
BUS-010,ROUTE-NORTH,2026-08-11T20:15:09Z,14.0,1.0,855.0,0.0,0.0,0.0,0.0,0.23,41.2,1.648,9.0,2.0,165.4,1.0,0
BUS-001,ROUTE-NORTH,2026-08-29T19:38:18Z,13.0,5.0,818.0,0.0,0.0,0.0,1.0,1.17,40.5,1.62,9.0,4.2,233.5,1.0,2
BUS-009,ROUTE-2,2026-08-08T13:55:46Z,7.0,5.0,475.0,1.0,0.0,1.0,1.0,1.99,29.1,1.164,5.0,5.8,121.1,2.0,0
BUS-010,CAMPUS-EXPRESS,2026-08-26T13:03:23Z,7.0,2.0,423.0,1.0,0.0,1.0,0.0,4.48,11.6,0.464,6.0,10.3,62.8,5.0,17
BUS-001,CAMPUS-EXPRESS,2026-08-15T14:12:17Z,8.0,5.0,492.0,1.0,0.0,1.0,1.0,0.86,38.4,1.536,1.0,4.1,216.7,5.0,-4
BUS-015,ROUTE-NORTH,2026-08-31T00:47:31Z,18.0,0.0,1127.0,0.0,1.0,1.0,0.0,4.09,6.3,0.252,4.0,11.8,211.9,1.0,34
BUS-001,ROUTE-3,2026-08-18T20:59:01Z,14.0,1.0,899.0,0.0,0.0,0.0,0.0,0.38,27.5,1.1,4.0,2.0,200.7,3.0,0
BUS-002,ROUTE-3,2026-08-23T23:44:40Z,17.0,6.0,1064.0,0.0,1.0,1.0,1.0,0.12,22.5,0.9,3.0,2.3,8.3,3.0,-1
BUS-007,ROUTE-3,2026-08-08T15:56:04Z,9.0,5.0,596.0,1.0,0.0,1.0,1.0,0.71,22.3,0.892,6.0,2.2,95.1,3.0,2
BUS-008,ROUTE-2,2026-08-20T18:54:53Z,12.0,3.0,774.0,0.0,0.0,0.0,0.0,3.44,22.9,0.916,8.0,8.2,286.3,2.0,5
BUS-004,ROUTE-1,2026-08-08T23:42:22Z,17.0,5.0,1062.0,0.0,1.0,1.0,1.0,2.63,25.3,1.012,3.0,6.4,311.9,1.0,-1
BUS-009,ROUTE-NORTH,2026-08-18T16:27:53Z,10.0,1.0,627.0,1.0,0.0,1.0,0.0,3.07,8.0,0.32,3.0,9.4,289.4,1.0,18
BUS-012,ROUTE-SOUTH,2026-08-08T20:33:12Z,14.0,5.0,873.0,0.0,0.0,0.0,1.0,2.54,37.6,1.504,8.0,7.4,125.1,2.0,-2
BUS-014,CAMPUS-EXPRESS,2026-08-26T13:38:52Z,7.0,2.0,458.0,1.0,0.0,1.0,0.0,4.1,17.0,0.68,1.0,9.5,83.3,5.0,9
BUS-012,ROUTE-3,2026-08-11T22:48:43Z,16.0,1.0,1008.0,0.0,0.0,0.0,0.0,1.07,26.0,1.04,6.0,3.0,11.2,3.0,3
BUS-016,ROUTE-2,2026-08-19T00:54:06Z,18.0,2.0,1134.0,0.0,1.0,1.0,0.0,1.93,12.2,0.488,3.0,4.4,158.8,2.0,8
BUS-003,ROUTE-2,2026-08-27T12:30:23Z,6.0,3.0,390.0,0.0,0.0,0.0,0.0,4.34,22.4,0.896,6.0,12.0,273.7,2.0,2
BUS-009,ROUTE-NORTH,2026-08-06T14:48:27Z,8.0,3.0,528.0,1.0,0.0,1.0,0.0,0.23,13.2,0.528,2.0,2.0,42.6,1.0,7
BUS-006,ROUTE-NORTH,2026-08-19T21:39:59Z,15.0,2.0,939.0,0.0,0.0,0.0,0.0,0.36,16.5,0.66,1.0,2.0,30.1,1.0,1
BUS-001,ROUTE-2,2026-08-30T23:39:38Z,17.0,6.0,1059.0,0.0,1.0,1.0,1.0,1.58,34.6,1.384,4.0,3.2,267.4,2.0,-1
BUS-011,ROUTE-1,2026-08-27T13:37:34Z,7.0,3.0,457.0,1.0,0.0,1.0,0.0,0.73,13.3,0.532,10.0,3.3,328.3,1.0,7
BUS-004,ROUTE-2,2026-08-31T22:48:13Z,16.0,0.0,1008.0,0.0,0.0,0.0,0.0,1.33,16.0,0.64,3.0,3.0,278.4,2.0,4
BUS-002,ROUTE-SOUTH,2026-08-17T12:22:54Z,6.0,0.0,382.0,0.0,0.0,0.0,0.0,4.22,23.0,0.92,5.0,11.5,233.4,2.0,2
BUS-020,ROUTE-3,2026-08-13T23:19:23Z,17.0,3.0,1039.0,0.0,1.0,1.0,0.0,0.3,14.8,0.592,4.0,2.0,198.5,3.0,3
BUS-009,ROUTE-2,2026-08-16T18:23:49Z,12.0,6.0,743.0,0.0,0.0,0.0,1.0,1.73,39.5,1.58,3.0,4.5,66.3,2.0,-2
BUS-010,ROUTE-3,2026-08-01T19:47:18Z,13.0,5.0,827.0,0.0,0.0,0.0,1.0,2.87,26.4,1.056,10.0,6.8,30.5,3.0,2
BUS-008,ROUTE-3,2026-08-29T13:39:23Z,7.0,5.0,459.0,1.0,0.0,1.0,1.0,1.09,24.8,0.992,7.0,4.1,318.3,3.0,3
BUS-019,CAMPUS-EXPRESS,2026-08-16T14:07:43Z,8.0,6.0,487.0,1.0,0.0,1.0,1.0,2.93,38.6,1.544,8.0,7.3,146.5,5.0,0
BUS-015,CAMPUS-EXPRESS,2026-08-05T22:24:57Z,16.0,2.0,984.0,0.0,0.0,0.0,0.0,3.54,29.9,1.196,10.0,8.9,23.1,5.0,2
BUS-017,ROUTE-2,2026-08-28T00:27:09Z,18.0,4.0,1107.0,0.0,1.0,1.0,0.0,3.12,14.0,0.56,2.0,7.1,19.2,2.0,12
BUS-005,ROUTE-SOUTH,2026-08-04T15:37:35Z,9.0,1.0,577.0,1.0,0.0,1.0,0.0,1.18,10.9,0.436,3.0,3.7,27.1,2.0,5
BUS-014,ROUTE-NORTH,2026-08-04T13:49:01Z,7.0,1.0,469.0,1.0,0.0,1.0,0.0,1.68,12.2,0.488,8.0,4.9,245.0,1.0,11
BUS-012,ROUTE-3,2026-08-24T20:39:53Z,14.0,0.0,879.0,0.0,0.0,0.0,0.0,3.31,23.8,0.952,10.0,8.4,70.5,3.0,6
BUS-002,ROUTE-3,2026-08-26T13:11:00Z,7.0,2.0,431.0,1.0,0.0,1.0,0.0,0.68,18.0,0.72,1.0,2.6,266.5,3.0,5
BUS-020,ROUTE-SOUTH,2026-08-29T17:13:47Z,11.0,5.0,673.0,0.0,0.0,0.0,1.0,4.24,28.1,1.124,1.0,11.5,316.1,2.0,-2
BUS-015,ROUTE-NORTH,2026-08-02T14:15:41Z,8.0,6.0,495.0,1.0,0.0,1.0,1.0,3.53,30.0,1.2,7.0,8.6,217.0,1.0,-1
BUS-015,ROUTE-NORTH,2026-08-10T23:40:04Z,17.0,0.0,1060.0,0.0,1.0,1.0,0.0,2.46,10.4,0.416,6.0,7.3,86.2,1.0,14
BUS-003,ROUTE-1,2026-08-27T20:35:42Z,14.0,3.0,875.0,0.0,0.0,0.0,0.0,0.68,18.3,0.732,4.0,2.0,17.4,1.0,3
BUS-008,ROUTE-1,2026-08-09T14:24:03Z,8.0,6.0,504.0,1.0,0.0,1.0,1.0,0.54,32.4,1.296,4.0,2.0,53.5,1.0,0
BUS-006,ROUTE-SOUTH,2026-08-27T02:15:11Z,20.0,3.0,1215.0,0.0,1.0,1.0,0.0,0.24,17.1,0.684,6.0,2.0,70.7,2.0,6
BUS-013,CAMPUS-EXPRESS,2026-08-04T14:46:49Z,8.0,1.0,526.0,1.0,0.0,1.0,0.0,2.9,12.3,0.492,9.0,6.9,302.0,5.0,12
BUS-003,CAMPUS-EXPRESS,2026-08-08T15:47:24Z,9.0,5.0,587.0,1.0,0.0,1.0,1.0,2.74,29.4,1.176,8.0,7.2,183.2,5.0,1
BUS-016,ROUTE-NORTH,2026-08-02T13:02:01Z,7.0,6.0,422.0,1.0,0.0,1.0,1.0,1.66,31.6,1.264,3.0,3.4,250.9,1.0,1
BUS-001,ROUTE-NORTH,2026-08-04T13:27:15Z,7.0,1.0,447.0,1.0,0.0,1.0,0.0,1.28,8.8,0.352,8.0,3.3,285.1,1.0,15
BUS-011,ROUTE-SOUTH,2026-08-06T22:13:29Z,16.0,3.0,973.0,0.0,0.0,0.0,0.0,0.13,25.9,1.036,2.0,2.0,274.5,2.0,0
BUS-003,ROUTE-SOUTH,2026-08-09T13:51:41Z,7.0,6.0,471.0,1.0,0.0,1.0,1.0,1.44,31.9,1.276,10.0,3.4,130.4,2.0,3
BUS-012,ROUTE-NORTH,2026-08-13T23:52:07Z,17.0,3.0,1072.0,0.0,1.0,1.0,0.0,2.74,18.6,0.744,6.0,7.2,179.0,1.0,8
BUS-004,CAMPUS-EXPRESS,2026-08-18T03:26:48Z,21.0,1.0,1286.0,0.0,0.0,0.0,0.0,0.72,27.7,1.108,9.0,2.1,209.9,5.0,1
BUS-013,ROUTE-2,2026-08-30T18:49:28Z,12.0,6.0,769.0,0.0,0.0,0.0,1.0,2.49,33.6,1.344,7.0,8.0,133.6,2.0,-2
BUS-018,ROUTE-2,2026-08-16T20:47:18Z,14.0,6.0,887.0,0.0,0.0,0.0,1.0,3.72,29.6,1.184,9.0,8.4,261.9,2.0,2
BUS-010,CAMPUS-EXPRESS,2026-08-31T18:04:19Z,12.0,0.0,724.0,0.0,0.0,0.0,0.0,1.41,23.0,0.92,7.0,3.7,136.9,5.0,4
BUS-007,ROUTE-2,2026-08-10T21:43:07Z,15.0,0.0,943.0,0.0,0.0,0.0,0.0,0.42,28.1,1.124,1.0,2.0,279.7,2.0,0
BUS-004,ROUTE-2,2026-08-06T19:18:32Z,13.0,3.0,798.0,0.0,0.0,0.0,0.0,1.1,22.1,0.884,6.0,3.6,355.5,2.0,4
BUS-014,ROUTE-2,2026-08-16T23:01:53Z,17.0,6.0,1021.0,0.0,1.0,1.0,1.0,1.2,28.0,1.12,5.0,2.9,193.4,2.0,0
BUS-001,ROUTE-NORTH,2026-08-13T13:35:35Z,7.0,3.0,455.0,1.0,0.0,1.0,0.0,3.53,10.5,0.42,4.0,8.5,10.2,1.0,19
BUS-008,ROUTE-SOUTH,2026-08-24T14:14:44Z,8.0,0.0,494.0,1.0,0.0,1.0,0.0,3.81,13.2,0.528,7.0,10.8,207.0,2.0,13
BUS-020,CAMPUS-EXPRESS,2026-08-22T22:41:10Z,16.0,5.0,1001.0,0.0,0.0,0.0,1.0,2.22,42.6,1.704,2.0,4.7,118.4,5.0,-1
BUS-002,ROUTE-3,2026-08-24T18:59:43Z,12.0,0.0,779.0,0.0,0.0,0.0,0.0,0.74,28.5,1.14,7.0,2.0,195.0,3.0,1
BUS-006,ROUTE-SOUTH,2026-08-16T14:07:33Z,8.0,6.0,487.0,1.0,0.0,1.0,1.0,0.95,22.9,0.916,5.0,2.0,41.0,2.0,2
BUS-002,ROUTE-NORTH,2026-08-11T19:43:28Z,13.0,1.0,823.0,0.0,0.0,0.0,0.0,2.41,31.5,1.26,8.0,7.2,300.3,1.0,-3
BUS-019,ROUTE-3,2026-08-29T14:18:37Z,8.0,5.0,498.0,1.0,0.0,1.0,1.0,2.8,23.9,0.956,8.0,7.9,20.4,3.0,2
BUS-016,ROUTE-1,2026-08-04T14:17:34Z,8.0,1.0,497.0,1.0,0.0,1.0,0.0,3.86,19.7,0.788,2.0,11.0,354.6,1.0,4
BUS-020,ROUTE-SOUTH,2026-08-22T22:06:57Z,16.0,5.0,966.0,0.0,0.0,0.0,1.0,4.36,30.4,1.216,9.0,11.2,176.8,2.0,4
BUS-011,CAMPUS-EXPRESS,2026-08-28T16:15:06Z,10.0,4.0,615.0,1.0,0.0,1.0,0.0,4.47,17.9,0.716,7.0,10.8,33.8,5.0,11
BUS-012,ROUTE-3,2026-08-27T19:11:47Z,13.0,3.0,791.0,0.0,0.0,0.0,0.0,3.91,22.8,0.912,8.0,10.0,150.3,3.0,3
BUS-007,ROUTE-NORTH,2026-08-30T21:35:32Z,15.0,6.0,935.0,0.0,0.0,0.0,1.0,0.41,30.7,1.228,8.0,2.0,320.1,1.0,3
BUS-019,ROUTE-SOUTH,2026-08-03T00:25:33Z,18.0,0.0,1105.0,0.0,1.0,1.0,0.0,4.4,15.8,0.632,10.0,10.5,17.0,2.0,17
BUS-016,ROUTE-1,2026-08-14T14:31:22Z,8.0,4.0,511.0,1.0,0.0,1.0,0.0,0.93,12.5,0.5,2.0,3.4,61.7,1.0,4
BUS-007,CAMPUS-EXPRESS,2026-08-30T14:07:51Z,8.0,6.0,487.0,1.0,0.0,1.0,1.0,3.79,26.6,1.064,7.0,8.7,220.4,5.0,0
BUS-002,ROUTE-1,2026-08-23T14:38:53Z,8.0,6.0,518.0,1.0,0.0,1.0,1.0,0.35,35.1,1.404,5.0,2.0,58.6,1.0,-1
BUS-011,ROUTE-SOUTH,2026-08-08T14:21:44Z,8.0,5.0,501.0,1.0,0.0,1.0,1.0,1.95,32.4,1.296,9.0,6.8,311.5,2.0,1
BUS-004,ROUTE-SOUTH,2026-08-17T01:54:17Z,19.0,0.0,1194.0,0.0,1.0,1.0,0.0,4.5,8.9,0.356,3.0,10.9,226.9,2.0,23
BUS-004,ROUTE-3,2026-08-26T20:17:04Z,14.0,2.0,857.0,0.0,0.0,0.0,0.0,3.77,24.6,0.984,8.0,10.5,66.1,3.0,2
BUS-009,ROUTE-1,2026-08-28T21:26:57Z,15.0,4.0,926.0,0.0,0.0,0.0,0.0,0.89,26.6,1.064,8.0,4.0,294.0,1.0,0
BUS-007,CAMPUS-EXPRESS,2026-08-26T13:02:07Z,7.0,2.0,422.0,1.0,0.0,1.0,0.0,3.16,16.7,0.668,7.0,8.1,205.1,5.0,10
BUS-018,ROUTE-2,2026-08-12T01:14:06Z,19.0,2.0,1154.0,0.0,1.0,1.0,0.0,1.48,19.2,0.768,5.0,3.4,18.9,2.0,7
BUS-020,ROUTE-NORTH,2026-08-17T22:42:47Z,16.0,0.0,1002.0,0.0,0.0,0.0,0.0,1.59,20.3,0.812,7.0,5.8,16.6,1.0,1
BUS-010,CAMPUS-EXPRESS,2026-08-29T19:50:37Z,13.0,5.0,830.0,0.0,0.0,0.0,1.0,2.47,36.3,1.452,6.0,5.6,99.6,5.0,1
BUS-020,CAMPUS-EXPRESS,2026-08-28T18:11:44Z,12.0,4.0,731.0,0.0,0.0,0.0,0.0,0.57,26.2,1.048,10.0,2.0,278.7,5.0,4
BUS-003,CAMPUS-EXPRESS,2026-08-13T22:32:04Z,16.0,3.0,992.0,0.0,0.0,0.0,0.0,0.39,29.8,1.192,7.0,2.0,345.7,5.0,1
BUS-015,ROUTE-NORTH,2026-08-16T15:44:08Z,9.0,6.0,584.0,1.0,0.0,1.0,1.0,0.63,24.7,0.988,1.0,2.5,253.7,1.0,0
BUS-010,ROUTE-2,2026-08-21T18:10:41Z,12.0,4.0,730.0,0.0,0.0,0.0,0.0,0.85,17.1,0.684,3.0,3.7,97.1,2.0,0
BUS-008,ROUTE-SOUTH,2026-08-15T01:43:58Z,19.0,5.0,1183.0,0.0,1.0,1.0,1.0,1.18,34.2,1.368,1.0,4.2,155.8,2.0,-3
BUS-004,ROUTE-SOUTH,2026-08-11T02:17:10Z,20.0,1.0,1217.0,0.0,1.0,1.0,0.0,1.4,14.6,0.584,5.0,5.4,313.3,2.0,6
BUS-001,CAMPUS-EXPRESS,2026-08-23T12:17:15Z,6.0,6.0,377.0,0.0,0.0,0.0,1.0,3.66,32.2,1.288,3.0,10.4,2.6,5.0,0
BUS-003,ROUTE-3,2026-08-22T23:47:32Z,17.0,5.0,1067.0,0.0,1.0,1.0,1.0,1.97,33.2,1.328,2.0,4.1,120.8,3.0,0
BUS-010,ROUTE-SOUTH,2026-08-10T21:31:22Z,15.0,0.0,931.0,0.0,0.0,0.0,0.0,0.95,26.6,1.064,2.0,3.0,253.7,2.0,0
BUS-002,ROUTE-NORTH,2026-08-10T22:53:40Z,16.0,0.0,1013.0,0.0,0.0,0.0,0.0,0.69,23.8,0.952,6.0,3.2,355.5,1.0,1
BUS-002,ROUTE-SOUTH,2026-08-30T17:52:11Z,11.0,6.0,712.0,0.0,0.0,0.0,1.0,1.8,29.6,1.184,9.0,3.7,323.8,2.0,0
BUS-011,ROUTE-2,2026-08-11T16:39:17Z,10.0,1.0,639.0,1.0,0.0,1.0,0.0,0.9,13.4,0.536,7.0,3.0,355.4,2.0,7
BUS-016,ROUTE-2,2026-08-23T13:24:27Z,7.0,6.0,444.0,1.0,0.0,1.0,1.0,2.67,31.8,1.272,7.0,8.5,152.0,2.0,-2
